#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   1   2  1.1e-295    2e-294  975.9   2.9     1   451     8   505     8   524 0.95 -
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   2   2   5.7e-11   9.9e-10   37.1   0.5   440   477   534   583   520   583 0.80 -
TRINITY_DN12362_c0_g1_i2:1927-3003  -            359 41297at7898          -            477     2e-19   69.1   0.0   1   1   1.6e-20   2.8e-19   68.6   0.0    11   202   105   295    97   307 0.87 -
TRINITY_DN12362_c0_g1_i4:2132-3208  -            359 41297at7898          -            477     2e-19   69.1   0.0   1   1   1.6e-20   2.8e-19   68.6   0.0    11   202   105   295    97   307 0.87 -
TRINITY_DN7165_c0_g1_i7:628-1119    -            164 41297at7898          -            477   2.1e-19   69.0   0.0   1   1   1.4e-20   2.4e-19   68.8   0.0    84   203     1   123     1   135 0.89 -
TRINITY_DN3492_c0_g2_i1:423-1511    -            363 41297at7898          -            477   2.1e-19   69.0   0.1   1   1   1.8e-20   3.1e-19   68.4   0.1    15   210    27   221    21   240 0.83 -
TRINITY_DN21738_c0_g1_i1:11-1051    -            347 41297at7898          -            477   2.4e-19   68.8   0.7   1   1   1.4e-20   2.4e-19   68.8   0.7    17   220    19   224    10   251 0.80 -
TRINITY_DN7285_c0_g1_i7:173-1501    -            443 41297at7898          -            477   3.1e-19   68.5   0.0   1   1   2.4e-20   4.2e-19   68.0   0.0    16   224   194   400   187   433 0.86 -
TRINITY_DN7285_c0_g1_i19:170-1498   -            443 41297at7898          -            477   3.1e-19   68.4   0.0   1   1   2.4e-20   4.2e-19   68.0   0.0    16   224   193   399   186   432 0.86 -
TRINITY_DN17646_c0_g3_i1:20-2158    -            713 41297at7898          -            477   3.4e-19   68.3   0.0   1   1   2.8e-20   4.9e-19   67.8   0.0     9   282   127   410   121   436 0.74 -
TRINITY_DN18202_c0_g1_i1:0-263      -             88 41297at7898          -            477   3.9e-19   68.1   0.1   1   1   2.3e-20     4e-19   68.1   0.1    68   147     1    80     1    88 0.92 -
TRINITY_DN5926_c0_g1_i14:482-1366   -            295 41297at7898          -            477   4.2e-19   68.0   0.0   1   1   2.8e-20   4.9e-19   67.8   0.0    16   220    39   241    33   294 0.78 -
TRINITY_DN7285_c0_g1_i23:67-969     -            301 41297at7898          -            477   4.5e-19   67.9   0.0   1   1   3.3e-20   5.7e-19   67.6   0.0    16   214    55   251    48   275 0.87 -
TRINITY_DN1614_c0_g1_i11:923-4339   -           1139 41297at7898          -            477   4.6e-19   67.9   0.0   1   2      0.13       2.3    6.2   0.0    64   202   629   772   589   787 0.70 -
TRINITY_DN1614_c0_g1_i11:923-4339   -           1139 41297at7898          -            477   4.6e-19   67.9   0.0   2   2   1.1e-17   1.9e-16   59.3   0.1    16   204   865  1059   854  1069 0.85 -
TRINITY_DN1614_c0_g1_i2:923-4345    -           1141 41297at7898          -            477   4.9e-19   67.8   0.0   1   2      0.14       2.5    6.1   0.0    64   202   631   774   596   789 0.70 -
TRINITY_DN1614_c0_g1_i2:923-4345    -           1141 41297at7898          -            477   4.9e-19   67.8   0.0   2   2   1.1e-17   1.9e-16   59.3   0.1    16   204   867  1061   856  1071 0.85 -
TRINITY_DN3085_c1_g1_i1:829-2754    -            642 41297at7898          -            477   6.3e-19   67.4   0.0   1   1   5.6e-20   9.7e-19   66.8   0.0    12   216     2   220     1   233 0.83 -
TRINITY_DN26648_c1_g1_i1:22-504     -            161 41297at7898          -            477   6.8e-19   67.3   0.1   1   1   4.5e-20   7.8e-19   67.1   0.1    16   156     1   141     1   153 0.98 -
TRINITY_DN5686_c0_g1_i1:810-1622    -            271 41297at7898          -            477   9.5e-19   66.8   0.1   1   1   8.3e-20   1.4e-18   66.2   0.1    11   211     7   208     2   262 0.82 -
TRINITY_DN7432_c0_g1_i2:287-970     -            228 41297at7898          -            477   1.1e-18   66.6   0.1   1   1   8.2e-20   1.4e-18   66.2   0.1    10   164    50   209    45   227 0.82 -
TRINITY_DN33658_c0_g1_i1:0-368      -            123 41297at7898          -            477   1.2e-18   66.5   0.8   1   1   7.4e-20   1.3e-18   66.4   0.8    20   142     2   123     1   123 0.93 -
TRINITY_DN5926_c0_g1_i3:106-1437    -            444 41297at7898          -            477   1.3e-18   66.4   0.0   1   1   9.4e-20   1.6e-18   66.1   0.0    16   215   188   385   183   443 0.79 -
TRINITY_DN7285_c0_g1_i7:1525-2715   -            397 41297at7898          -            477   1.3e-18   66.4   0.0   1   1   1.1e-19   1.8e-18   65.9   0.0    16   211   196   389   189   395 0.89 -
TRINITY_DN31187_c1_g2_i1:205-1086   -            294 41297at7898          -            477   1.4e-18   66.3   0.0   1   2   6.1e-19   1.1e-17   63.4   0.0    17   207     8   209     2   252 0.80 -
TRINITY_DN31187_c1_g2_i1:205-1086   -            294 41297at7898          -            477   1.4e-18   66.3   0.0   2   2       5.9     1e+02    0.8   0.0   235   252   268   285   256   293 0.81 -
TRINITY_DN2396_c1_g2_i1:1200-2015   -            272 41297at7898          -            477   1.6e-18   66.1   0.7   1   2   7.4e-16   1.3e-14   53.2   0.9    12   161     2   148     1   152 0.87 -
TRINITY_DN2396_c1_g2_i1:1200-2015   -            272 41297at7898          -            477   1.6e-18   66.1   0.7   2   2    0.0054     0.095   10.8   0.0   167   214   175   220   166   237 0.82 -
TRINITY_DN215_c1_g1_i1:2180-3088    -            303 41297at7898          -            477   1.6e-18   66.1   0.0   1   1   1.1e-19   1.9e-18   65.9   0.0    17   203    17   203    11   253 0.89 -
TRINITY_DN215_c1_g1_i2:2180-3088    -            303 41297at7898          -            477   1.6e-18   66.1   0.0   1   1   1.1e-19   1.9e-18   65.9   0.0    17   203    17   203    11   253 0.89 -
TRINITY_DN215_c1_g1_i4:2183-3091    -            303 41297at7898          -            477   1.6e-18   66.1   0.0   1   1   1.1e-19   1.9e-18   65.9   0.0    17   203    17   203    11   253 0.89 -
TRINITY_DN26269_c1_g2_i1:528-974    -            149 41297at7898          -            477     2e-18   65.8   0.1   1   1   1.4e-19   2.4e-18   65.5   0.1    16   155     9   148     3   149 0.86 -
TRINITY_DN26269_c1_g2_i2:528-974    -            149 41297at7898          -            477   2.1e-18   65.7   0.1   1   1   1.5e-19   2.5e-18   65.4   0.1    16   155     9   148     4   149 0.86 -
TRINITY_DN9946_c0_g1_i2:2698-3459   -            254 41297at7898          -            477   2.1e-18   65.7   0.0   1   1   1.3e-19   2.2e-18   65.6   0.0    17   260     1   251     1   254 0.77 -
TRINITY_DN9946_c0_g1_i3:2698-3459   -            254 41297at7898          -            477   2.1e-18   65.7   0.0   1   1   1.3e-19   2.2e-18   65.6   0.0    17   260     1   251     1   254 0.77 -
TRINITY_DN5686_c0_g1_i4:810-1622    -            271 41297at7898          -            477   2.8e-18   65.3   0.1   1   1   2.5e-19   4.3e-18   64.7   0.1    11   211     7   208     2   262 0.81 -
TRINITY_DN5686_c0_g1_i7:810-1622    -            271 41297at7898          -            477   2.8e-18   65.3   0.1   1   1   2.5e-19   4.3e-18   64.7   0.1    11   211     7   208     2   262 0.81 -
TRINITY_DN10223_c0_g1_i1:131-1054   -            308 41297at7898          -            477   2.9e-18   65.2   0.2   1   1   5.1e-19   8.9e-18   63.6   0.1    35   217     6   190     1   204 0.83 -
TRINITY_DN8983_c0_g1_i1:435-1196    -            254 41297at7898          -            477     3e-18   65.2   0.0   1   1   1.8e-19   3.1e-18   65.2   0.0    21   255     6   246     1   254 0.75 -
TRINITY_DN8983_c0_g1_i2:435-1196    -            254 41297at7898          -            477     3e-18   65.2   0.0   1   1   1.8e-19   3.1e-18   65.2   0.0    21   255     6   246     1   254 0.75 -
TRINITY_DN8983_c0_g1_i4:435-1196    -            254 41297at7898          -            477     3e-18   65.2   0.0   1   1   1.8e-19   3.1e-18   65.2   0.0    21   255     6   246     1   254 0.75 -
TRINITY_DN5040_c0_g1_i16:3195-4064  -            290 41297at7898          -            477   3.2e-18   65.1   0.1   1   2   1.6e-18   2.9e-17   62.0   0.0    18   210     4   201     2   220 0.84 -
TRINITY_DN5040_c0_g1_i16:3195-4064  -            290 41297at7898          -            477   3.2e-18   65.1   0.1   2   2       4.9        86    1.0   0.0   229   256   253   280   246   288 0.83 -
TRINITY_DN5040_c0_g1_i1:3206-4075   -            290 41297at7898          -            477   3.2e-18   65.1   0.1   1   2   1.6e-18   2.9e-17   62.0   0.0    18   210     4   201     2   220 0.84 -
TRINITY_DN5040_c0_g1_i1:3206-4075   -            290 41297at7898          -            477   3.2e-18   65.1   0.1   2   2       4.9        86    1.0   0.0   229   256   253   280   246   288 0.83 -
TRINITY_DN5040_c0_g1_i9:3288-4157   -            290 41297at7898          -            477   3.2e-18   65.1   0.1   1   2   1.6e-18   2.9e-17   62.0   0.0    18   210     4   201     2   220 0.84 -
TRINITY_DN5040_c0_g1_i9:3288-4157   -            290 41297at7898          -            477   3.2e-18   65.1   0.1   2   2       4.9        86    1.0   0.0   229   256   253   280   246   288 0.83 -
TRINITY_DN10540_c0_g2_i1:1-429      -            143 41297at7898          -            477   3.2e-18   65.1   0.6   1   1     2e-19   3.5e-18   65.0   0.6    17   154     1   142     1   143 0.89 -
TRINITY_DN8983_c0_g1_i5:435-1196    -            254 41297at7898          -            477   3.5e-18   65.0   0.0   1   1   2.1e-19   3.6e-18   64.9   0.0    21   255     6   246     1   254 0.75 -
TRINITY_DN2749_c0_g1_i5:92-1483     -            464 41297at7898          -            477   3.7e-18   64.9   0.0   1   1     3e-19   5.3e-18   64.4   0.0    14   225   188   403   182   415 0.85 -
TRINITY_DN2749_c0_g1_i6:92-1767     -            464 41297at7898          -            477   3.7e-18   64.9   0.0   1   1     3e-19   5.3e-18   64.4   0.0    14   225   188   403   182   415 0.85 -
TRINITY_DN5645_c0_g1_i1:33-785      -            251 41297at7898          -            477   3.8e-18   64.9   0.6   1   1   4.8e-19   8.3e-18   63.7   0.6    12   215     2   215     1   221 0.79 -
TRINITY_DN8133_c0_g1_i4:412-1410    -            333 41297at7898          -            477   4.2e-18   64.7   0.0   1   1   3.2e-19   5.5e-18   64.3   0.0    16   224    59   271    51   284 0.83 -
TRINITY_DN31187_c1_g2_i3:48-767     -            240 41297at7898          -            477   4.9e-18   64.5   0.0   1   1   3.6e-19   6.3e-18   64.1   0.0    17   206     8   208     2   229 0.79 -
TRINITY_DN5926_c0_g1_i1:1077-1775   -            233 41297at7898          -            477   5.5e-18   64.3   0.0   1   1   3.7e-19   6.5e-18   64.1   0.0    59   210    19   173    14   220 0.81 -
TRINITY_DN8133_c0_g1_i2:432-1430    -            333 41297at7898          -            477   5.6e-18   64.3   0.0   1   1   4.2e-19   7.3e-18   63.9   0.0    16   221    59   268    51   285 0.83 -
TRINITY_DN9898_c0_g1_i6:35-1091     -            309 41297at7898          -            477   5.8e-18   64.2   0.0   1   1   3.8e-19   6.5e-18   64.1   0.0    11   203     5   197     2   271 0.89 -
TRINITY_DN14491_c0_g2_i5:232-1122   -            297 41297at7898          -            477   6.1e-18   64.2   0.0   1   1   5.3e-19   9.2e-18   63.6   0.0    49   210    41   205    27   213 0.86 -
TRINITY_DN5686_c0_g1_i10:1075-1887  -            271 41297at7898          -            477   7.1e-18   64.0   0.1   1   1   7.4e-19   1.3e-17   63.1   0.1    10   210     6   207     1   218 0.87 -
TRINITY_DN5686_c0_g1_i8:1075-1887   -            271 41297at7898          -            477   7.1e-18   64.0   0.1   1   1   7.4e-19   1.3e-17   63.1   0.1    10   210     6   207     1   218 0.87 -
TRINITY_DN11554_c0_g1_i1:6-1193     -            396 41297at7898          -            477   8.4e-18   63.7   0.0   1   1   6.3e-19   1.1e-17   63.3   0.0    16   226    48   273    40   343 0.78 -
TRINITY_DN11554_c0_g1_i2:6-1193     -            396 41297at7898          -            477   8.4e-18   63.7   0.0   1   1   6.3e-19   1.1e-17   63.3   0.0    16   226    48   273    40   343 0.78 -
TRINITY_DN1614_c0_g1_i6:953-1894    -            314 41297at7898          -            477     9e-18   63.6   0.1   1   1   6.9e-19   1.2e-17   63.2   0.1    16   204    51   245    39   257 0.85 -
TRINITY_DN1614_c0_g1_i8:966-1907    -            314 41297at7898          -            477     9e-18   63.6   0.1   1   1   6.9e-19   1.2e-17   63.2   0.1    16   204    51   245    39   257 0.85 -
TRINITY_DN2749_c0_g1_i9:92-1526     -            461 41297at7898          -            477   9.4e-18   63.6   0.0   1   1   7.5e-19   1.3e-17   63.1   0.0    14   218   188   396   182   423 0.84 -
TRINITY_DN14491_c0_g2_i3:232-1122   -            297 41297at7898          -            477   1.1e-17   63.3   0.0   1   1   7.1e-19   1.2e-17   63.2   0.0    49   210    41   205    27   272 0.88 -
TRINITY_DN14491_c0_g2_i6:232-1122   -            297 41297at7898          -            477   1.1e-17   63.3   0.0   1   1   7.1e-19   1.2e-17   63.2   0.0    49   210    41   205    27   272 0.88 -
TRINITY_DN10594_c0_g1_i1:30-635     -            202 41297at7898          -            477   1.3e-17   63.1   0.0   1   1   9.1e-19   1.6e-17   62.8   0.0    15   198     7   190     2   197 0.92 -
TRINITY_DN10594_c0_g1_i2:30-635     -            202 41297at7898          -            477   1.3e-17   63.1   0.0   1   1   9.1e-19   1.6e-17   62.8   0.0    15   198     7   190     2   197 0.92 -
TRINITY_DN11454_c0_g1_i3:303-1475   -            391 41297at7898          -            477   1.7e-17   62.7   0.0   1   1   1.5e-18   2.6e-17   62.1   0.0    14   203   187   375   182   384 0.86 -
TRINITY_DN6608_c1_g1_i1:205-1707    -            501 41297at7898          -            477     2e-17   62.4   0.0   1   1   2.3e-18     4e-17   61.5   0.0    16   220   244   446   238   482 0.83 -
TRINITY_DN8133_c0_g1_i8:432-2261    -            610 41297at7898          -            477   2.3e-17   62.3   0.0   1   1   1.9e-18   3.3e-17   61.7   0.0    16   221   336   545   328   559 0.83 -
TRINITY_DN28691_c0_g1_i1:136-1215   -            360 41297at7898          -            477   2.4e-17   62.2   0.0   1   2     9e-17   1.6e-15   56.2   0.0    16   204    45   235    36   242 0.85 -
TRINITY_DN28691_c0_g1_i1:136-1215   -            360 41297at7898          -            477   2.4e-17   62.2   0.0   2   2      0.66        12    3.9   0.0   236   265   298   327   290   352 0.81 -
TRINITY_DN8768_c1_g1_i1:288-1127    -            280 41297at7898          -            477   2.6e-17   62.1   0.0   1   1   1.9e-18   3.3e-17   61.8   0.0    17   200    20   202    13   230 0.89 -
TRINITY_DN12133_c1_g3_i3:140-589    -            150 41297at7898          -            477   2.8e-17   62.0   0.0   1   1   1.8e-18   3.1e-17   61.9   0.0    11   154     1   150     1   150 0.88 -
TRINITY_DN2771_c0_g2_i2:28-747      -            240 41297at7898          -            477     3e-17   61.9   0.1   1   1     2e-18   3.5e-17   61.7   0.1    17   208    52   240    38   240 0.85 -
TRINITY_DN2771_c0_g1_i1:131-1162    -            344 41297at7898          -            477     3e-17   61.9   0.0   1   1   2.2e-18   3.9e-17   61.5   0.0    17   209    42   231    26   251 0.83 -
TRINITY_DN2771_c0_g1_i2:131-1162    -            344 41297at7898          -            477     3e-17   61.9   0.0   1   1   2.2e-18   3.9e-17   61.5   0.0    17   209    42   231    26   251 0.83 -
TRINITY_DN9898_c0_g1_i2:126-1182    -            309 41297at7898          -            477   3.2e-17   61.8   0.0   1   1     2e-18   3.5e-17   61.7   0.0    13   203     7   197     2   271 0.88 -
TRINITY_DN9898_c0_g1_i3:126-1182    -            309 41297at7898          -            477   3.2e-17   61.8   0.0   1   1     2e-18   3.5e-17   61.7   0.0    13   203     7   197     2   271 0.88 -
TRINITY_DN31187_c1_g3_i1:628-1509   -            294 41297at7898          -            477   3.4e-17   61.7   0.0   1   1   8.4e-18   1.5e-16   59.6   0.0    16   204     7   206     2   239 0.81 -
TRINITY_DN32670_c0_g1_i2:1027-1809  -            261 41297at7898          -            477   3.6e-17   61.6   0.0   1   1   2.5e-18   4.3e-17   61.4   0.0    17   215     3   204     1   214 0.86 -
TRINITY_DN32670_c0_g1_i3:1027-1809  -            261 41297at7898          -            477   3.6e-17   61.6   0.0   1   1   2.5e-18   4.3e-17   61.4   0.0    17   215     3   204     1   214 0.86 -
TRINITY_DN5792_c0_g1_i2:2-625       -            208 41297at7898          -            477   3.8e-17   61.6   0.1   1   1   2.6e-18   4.5e-17   61.3   0.1    17   194    29   207    22   208 0.86 -
TRINITY_DN6247_c0_g1_i1:0-287       -             96 41297at7898          -            477   3.8e-17   61.6   0.1   1   1   2.3e-18     4e-17   61.5   0.1    64   156     3    95     1    96 0.96 -
TRINITY_DN383_c4_g1_i2:123-1322     -            400 41297at7898          -            477   3.9e-17   61.5   0.0   1   1   3.4e-18     6e-17   60.9   0.0    15   258   153   392   147   396 0.80 -
TRINITY_DN2771_c0_g2_i1:28-825      -            266 41297at7898          -            477   4.1e-17   61.4   0.1   1   1   2.8e-18   4.8e-17   61.2   0.1    17   208    78   266    64   266 0.85 -
TRINITY_DN2150_c1_g1_i3:262-1077    -            272 41297at7898          -            477   4.2e-17   61.4   0.0   1   1   2.8e-18   4.9e-17   61.2   0.0    17   210     1   207     1   224 0.81 -
TRINITY_DN14499_c1_g3_i1:2-580      -            193 41297at7898          -            477   4.3e-17   61.4   0.0   1   1   2.7e-18   4.6e-17   61.3   0.0    68   221     1   160     1   192 0.82 -
TRINITY_DN12325_c1_g1_i1:161-994    -            278 41297at7898          -            477   4.8e-17   61.2   0.2   1   1   3.2e-18   5.6e-17   61.0   0.2    20   261    20   276     5   278 0.71 -
TRINITY_DN383_c4_g1_i4:123-1442     -            440 41297at7898          -            477   5.1e-17   61.1   0.0   1   1   4.5e-18   7.7e-17   60.5   0.0    15   258   193   432   187   436 0.79 -
TRINITY_DN32670_c0_g1_i1:36-842     -            269 41297at7898          -            477   7.2e-17   60.6   0.0   1   1   5.4e-18   9.5e-17   60.2   0.0    15   204    62   255    55   265 0.86 -
TRINITY_DN12693_c0_g2_i1:137-1153   -            339 41297at7898          -            477   8.7e-17   60.4   0.0   1   1   6.4e-18   1.1e-16   60.0   0.0    14   265    14   271     7   292 0.79 -
TRINITY_DN17531_c0_g1_i2:737-1252   -            172 41297at7898          -            477   9.7e-17   60.2   0.0   1   1   6.6e-18   1.2e-16   60.0   0.0    16   180     8   171     3   172 0.90 -
TRINITY_DN4644_c0_g1_i9:132-788     -            219 41297at7898          -            477     1e-16   60.1   0.4   1   1   7.4e-18   1.3e-16   59.8   0.4    15   213    11   204     4   213 0.81 -
TRINITY_DN2201_c1_g3_i2:594-1430    -            279 41297at7898          -            477   1.3e-16   59.9   0.0   1   1   9.6e-18   1.7e-16   59.4   0.0    16   206    17   219    12   227 0.87 -
TRINITY_DN7432_c0_g2_i1:28-741      -            238 41297at7898          -            477   1.6e-16   59.5   0.0   1   1   1.2e-17     2e-16   59.2   0.0    58   204     1   153     1   166 0.80 -
TRINITY_DN13193_c0_g1_i10:1055-2398 -            448 41297at7898          -            477   1.8e-16   59.3   0.0   1   1   1.5e-17   2.6e-16   58.8   0.0    15   210   187   381   181   409 0.81 -
TRINITY_DN3665_c2_g1_i12:1115-1855  -            247 41297at7898          -            477   2.1e-16   59.1   0.0   1   1   1.3e-17   2.3e-16   59.0   0.0    58   255    40   246     1   247 0.78 -
TRINITY_DN3665_c2_g1_i5:1106-1846   -            247 41297at7898          -            477   2.1e-16   59.1   0.0   1   1   1.3e-17   2.3e-16   59.0   0.0    58   255    40   246     1   247 0.78 -
TRINITY_DN32108_c0_g1_i1:39-758     -            240 41297at7898          -            477   2.2e-16   59.0   0.2   1   1   1.7e-17   2.9e-16   58.7   0.2    16   206     5   197     3   212 0.79 -
TRINITY_DN3990_c0_g1_i1:446-1405    -            320 41297at7898          -            477   2.3e-16   59.0   0.0   1   1   1.5e-17   2.6e-16   58.8   0.0    16   202    25   214    18   310 0.89 -
TRINITY_DN3990_c0_g1_i5:322-1281    -            320 41297at7898          -            477   2.3e-16   59.0   0.0   1   1   1.5e-17   2.6e-16   58.8   0.0    16   202    25   214    18   310 0.89 -
TRINITY_DN3990_c0_g1_i8:322-1281    -            320 41297at7898          -            477   2.3e-16   59.0   0.0   1   1   1.5e-17   2.6e-16   58.8   0.0    16   202    25   214    18   310 0.89 -
TRINITY_DN4644_c0_g1_i1:987-1895    -            303 41297at7898          -            477   2.3e-16   59.0   0.5   1   1   1.9e-17   3.2e-16   58.5   0.5    15   213    22   215    13   228 0.82 -
TRINITY_DN3990_c0_g1_i7:322-1284    -            321 41297at7898          -            477   2.5e-16   58.8   0.0   1   1   1.8e-17   3.1e-16   58.5   0.0    16   202    25   214    18   267 0.88 -
TRINITY_DN614_c7_g1_i1:937-3627     -            897 41297at7898          -            477     3e-16   58.6   0.0   1   1     4e-17   6.9e-16   57.4   0.0    17   206    34   222    27   304 0.81 -
TRINITY_DN614_c7_g1_i2:825-3515     -            897 41297at7898          -            477     3e-16   58.6   0.0   1   1     4e-17   6.9e-16   57.4   0.0    17   206    34   222    27   304 0.81 -
TRINITY_DN614_c7_g1_i4:530-3220     -            897 41297at7898          -            477     3e-16   58.6   0.0   1   1     4e-17   6.9e-16   57.4   0.0    17   206    34   222    27   304 0.81 -
TRINITY_DN2470_c0_g2_i5:475-1938    -            488 41297at7898          -            477     3e-16   58.6   0.0   1   2    0.0026     0.046   11.8   0.0    13   106    95   193    90   197 0.78 -
TRINITY_DN2470_c0_g2_i5:475-1938    -            488 41297at7898          -            477     3e-16   58.6   0.0   2   2   2.8e-13   4.9e-12   44.7   0.0   106   256   268   424   244   471 0.82 -
TRINITY_DN2470_c0_g2_i6:475-1932    -            486 41297at7898          -            477   3.5e-16   58.4   0.0   1   2    0.0026     0.046   11.8   0.0    13   106    95   193    90   197 0.78 -
TRINITY_DN2470_c0_g2_i6:475-1932    -            486 41297at7898          -            477   3.5e-16   58.4   0.0   2   2   3.2e-13   5.6e-12   44.5   0.0   106   256   266   422   252   469 0.82 -
TRINITY_DN1534_c0_g1_i10:1948-2670  -            241 41297at7898          -            477   3.8e-16   58.3   0.0   1   1   2.4e-17   4.2e-16   58.1   0.0    55   256    34   235     1   239 0.79 -
TRINITY_DN1534_c0_g1_i5:2594-3316   -            241 41297at7898          -            477   3.8e-16   58.3   0.0   1   1   2.4e-17   4.2e-16   58.1   0.0    55   256    34   235     1   239 0.79 -
TRINITY_DN13817_c0_g1_i2:153-827    -            225 41297at7898          -            477   4.2e-16   58.1   0.0   1   1   2.7e-17   4.7e-16   57.9   0.0    10   203    18   218    10   225 0.82 -
TRINITY_DN27094_c0_g1_i1:1-597      -            199 41297at7898          -            477   4.3e-16   58.1   0.1   1   1   2.9e-17   5.1e-16   57.8   0.1    11   179    13   188     5   196 0.80 -
TRINITY_DN4644_c0_g1_i2:1067-1930   -            288 41297at7898          -            477   4.9e-16   57.9   0.4   1   1     4e-17     7e-16   57.4   0.4    16   213     8   200     2   214 0.80 -
TRINITY_DN4681_c0_g2_i1:1-603       -            201 41297at7898          -            477   4.9e-16   57.9   0.0   1   1   3.4e-17   5.9e-16   57.6   0.0   132   250     1   129     1   136 0.78 -
TRINITY_DN4644_c0_g1_i3:1067-2340   -            288 41297at7898          -            477     5e-16   57.9   0.4   1   1   3.9e-17   6.8e-16   57.4   0.4    16   213     8   200     2   219 0.81 -
TRINITY_DN4644_c0_g1_i7:1067-1999   -            311 41297at7898          -            477   5.1e-16   57.8   0.4   1   1   4.1e-17     7e-16   57.4   0.4    15   213    30   223    21   236 0.81 -
TRINITY_DN22705_c1_g1_i1:0-416      -            139 41297at7898          -            477   5.2e-16   57.8   0.7   1   1   3.4e-17   5.9e-16   57.6   0.7    10   143     3   134     1   138 0.89 -
TRINITY_DN2470_c0_g2_i8:475-2226    -            584 41297at7898          -            477   5.2e-16   57.8   0.0   1   2    0.0035     0.061   11.4   0.0    13   106   191   289   186   293 0.78 -
TRINITY_DN2470_c0_g2_i8:475-2226    -            584 41297at7898          -            477   5.2e-16   57.8   0.0   2   2   4.2e-13   7.3e-12   44.1   0.0   106   256   364   520   344   566 0.82 -
TRINITY_DN3263_c2_g1_i14:1020-1796  -            259 41297at7898          -            477   6.2e-16   57.5   0.0   1   1   4.1e-17   7.1e-16   57.4   0.0    64   210    46   203    24   258 0.75 -
TRINITY_DN3263_c2_g1_i17:1020-1796  -            259 41297at7898          -            477   6.2e-16   57.5   0.0   1   1   4.1e-17   7.1e-16   57.4   0.0    64   210    46   203    24   258 0.75 -
TRINITY_DN3263_c2_g1_i20:1020-1796  -            259 41297at7898          -            477   6.2e-16   57.5   0.0   1   1   4.1e-17   7.1e-16   57.4   0.0    64   210    46   203    24   258 0.75 -
TRINITY_DN3263_c2_g1_i34:1008-1784  -            259 41297at7898          -            477   6.2e-16   57.5   0.0   1   1   4.1e-17   7.1e-16   57.4   0.0    64   210    46   203    24   258 0.75 -
TRINITY_DN23573_c2_g1_i1:0-518      -            173 41297at7898          -            477   6.7e-16   57.5   0.0   1   1   4.5e-17   7.8e-16   57.2   0.0    35   183    19   168     1   172 0.74 -
TRINITY_DN2282_c1_g3_i1:0-713       -            238 41297at7898          -            477     7e-16   57.4   0.0   1   1     4e-17     7e-16   57.4   0.0    20   212     3   190     1   238 0.75 -
TRINITY_DN2282_c1_g3_i2:0-713       -            238 41297at7898          -            477     7e-16   57.4   0.0   1   1     4e-17     7e-16   57.4   0.0    20   212     3   190     1   238 0.75 -
TRINITY_DN41583_c2_g1_i1:498-1241   -            248 41297at7898          -            477     7e-16   57.4   0.0   1   1   4.7e-17   8.2e-16   57.2   0.0    18   215     6   202     1   208 0.81 -
TRINITY_DN39996_c0_g2_i1:16-384     -            123 41297at7898          -            477   7.6e-16   57.3   1.7   1   1   4.4e-17   7.6e-16   57.3   1.7    54   156    17   121     1   123 0.86 -
TRINITY_DN13193_c0_g1_i4:54-1412    -            453 41297at7898          -            477   8.7e-16   57.1   0.0   1   1   7.1e-17   1.2e-15   56.6   0.0    14   215   193   392   188   405 0.81 -
TRINITY_DN14718_c0_g3_i1:142-1998   -            619 41297at7898          -            477   9.3e-16   57.0   0.0   1   1   7.2e-17   1.2e-15   56.6   0.0     9   224   364   576   356   599 0.85 -
TRINITY_DN27808_c0_g1_i1:89-376     -             96 41297at7898          -            477     1e-15   56.8   0.1   1   1   6.8e-17   1.2e-15   56.6   0.1    66   156     5    95     2    96 0.97 -
TRINITY_DN2470_c0_g2_i7:475-2229    -            585 41297at7898          -            477   1.1e-15   56.8   0.0   1   2    0.0052     0.091   10.8   0.0    13   106   191   289   186   291 0.78 -
TRINITY_DN2470_c0_g2_i7:475-2229    -            585 41297at7898          -            477   1.1e-15   56.8   0.0   2   2   5.4e-13   9.4e-12   43.8   0.0   107   256   366   521   359   567 0.82 -
TRINITY_DN5926_c0_g1_i13:467-1285   -            273 41297at7898          -            477   1.1e-15   56.8   0.0   1   1     1e-16   1.8e-15   56.0   0.0    16   164   125   269   118   272 0.87 -
TRINITY_DN5926_c0_g1_i5:8-880       -            291 41297at7898          -            477   1.3e-15   56.5   0.0   1   1   1.2e-16   2.1e-15   55.8   0.0    16   164   143   287   136   290 0.87 -
TRINITY_DN4240_c0_g1_i8:1846-2391   -            182 41297at7898          -            477   1.7e-15   56.1   0.0   1   1   1.1e-16   1.9e-15   56.0   0.0   114   201     4    90     1   114 0.92 -
